r_id,r_name,instructions,description,cooking_time,writer_id
135575,white chocolate cherry scones,"['line baking sheet with parchment paper', 'combine all dry ingredients , except sanding sugar , with the cherries in the bowl of an electric mixer fitted with a paddle attachment', 'add butter , and mix on medium-low speed until the mixture resembles coarse meal', 'add white chocolate chips', 'add buttermilk and mix until just combined', 'turn out the mixtures onto a clean work surface', 'with hands , pat mixture into two 16"" x 4"" rectangles that are 1 / 2 inches high', 'score rectangle into 16 triangles', 'cover with plastic wrap and transfer to the freezer for at least 2 hours', 'heat oven to 350', 'remove dough from the freezer and cut into triangles with a sharp knife', 'place scones two inches apart on the prepared baking sheet', 'brush scones with heavy cream and sprinkle with sanding sugar', 'bake until lightly golden , about 15 minutes', 'freezing the dough at least two hours keeps scones from spreading too much', 'frozen dough will keep for up to 3 weeks']",from four mile creek bed & breakfast. prep time includes chilling.,165,1
92884,pasta with shrimp sauce,"['cook mushrooms , onion and garlic in oil until tender', 'stir occasionally', 'add shrimp and scallops and cook for additional 2 minutes until seafood is done , stirring constantly', 'combine soup , wine and milk', 'mix well', 'stir into pan with seafood', 'add parsley', 'heat through', 'do not boil !', 'serve over hot cooked spaghetti', 'top with grated parmesan cheese']",this is a great seafood pasta that is very easy to make. i got the recipe from a friend when i was in florida and i have been enjoying it ever since. the cream of shrimp soup gives this recipe a unique flavour.,35,1
452176,meat kreplach  jewish ravioli,"['prepare dough - beat egg slightly , add salt , flour and enough water to make a stiff dough', 'knead dough well , let stand covered for 30 minutes', 'roll out very thin and spread on cloth to dry', 'it must not be the least bit sticky but not so dry that it will break or be brittle', 'prepare meat filling - the original recipe simply used chopped cooked meat', 'our family version put the meat and browned onions through a meat grinder', ""i'm going to try using a food processor and roughly chop the meat and onions"", 'add egg , salt and pepper to meat and onion mixture', 'with knife , cut the dough in 2 inch squares', 'place a teaspoon of meat mixture on every square and then fold each into a triangle , pressing the edges together', 'wet the edges with water or egg yolk if needed to get them to stick well', 'drop kreplach into boiling salted water or soup , and cook for 15 minutes', 'remove with slotted spoon and drain on paper towels', 'refrigerate or freeze until ready to serve', 'prior to serving , thaw and brush tops with oil , butter or schmaltz', 'bake at 350 degrees for 30 minutes or until heated through']","when i moved out on my own, i asked for the family kreplach recipe. my mom ended up giving me her taped up 1954 settlement cookbook with handwritten notes in the margins, so i'm guessing a bit on this recipe. my grandmother would save the roast beef & brisket scraps in the freezer until she had enough, and then would make a batch of kreplach and serve it as a side dish with dinner. it would also make a great appetizer. imagine a meat ravioli with a slightly crispy noodle dough without any sauce. many people also serve them in hot chicken soup (in this case it is a bit like a beef chinese potsticker). i am totally guessing on yield and time since i have never actually made this myself, but will edit the recipe based on reviewer comments or when i make it myself.",90,1
43085,glazed pork chops and apples,"['heat 2 tablespoon oil in nonstick skillet over medium-high heat', 'cook pork chops for 5 minutes or until browned on both sides', 'add remaining ingredients', 'bring to a full boil and reduce heat to medium', 'simmer , uncovered , for 8 to 10 minutes or until pork is no longer pink in center and sauce thickens slightly , stirring occasionally', 'season with salt and pepper and serve']",a quick and easy skillet dish. perfect for the fall apple harvest season.,20,1
181259,pb j toast,"['toast the bread until you know it will be crunchy', 'spread with peanut butter', 'spread with jelly on top', 'viola', 'sooo nice']","this is such a great comfort food, i eat it most days",5,1
174011,tomato stilton soup,"['place tomatoes with their juice in a medium bowl', 'crush tomatoes well , into small pieces , with a potato masher', 'in a 3-quart saucepan , heat oil over medium-low heat', 'add onion and celery', 'cover and cook 10 minutes , stirring occasionally', 'stir in tomatoes , broth , wine , sugar and thyme', 'heat to boiling over high heat', 'reduce heat to low', 'cover and simmer 20 minutes until vegetables are very tender', 'stir in cream and 1 / 2 cup stilton', 'heat through but do not boil', 'ladle soup into 6 soup bowls', 'sprinkle with pepper and remaining stilton']","this outstanding soup recipe is from the front street brewery in wilmington, north carolina.  it's quick, easy and so delicious!",50,1
257525,perfect  easy applesauce,"['use sectioned apple slicer to easily core and slice your apples', 'place apples , water and cinnamon sticks in a large , heavy pot', 'cover and bring to a boil', 'reduce heat and simmer for about 15 minutes or until the apples are soft', 'remove cinnamon sticks and process in batches in the foley mill', 'stir in remaining ingredients', 'serve warm topped with butter ! or eat cold from the refrigerator ! or warm topped with cinnamon sugar pie crust pieces ! or freeze for later use ! so much better than jarred sauce !']","a farm-girl friend of mine taught me how to make applesauce about 10-years ago, and recent trips to a local orchard brought all her teaching back to me.  this can be made with a food processor, but i love the way the foley food mill separates out the peel and strains to sauce to the perfect consistency.  i think it is a must have kitchen utensil that can be passed from generation to generation! i choose empire apples because they have a perfect texture for sauce and the sweet-tart taste i love! (if not using the foley mill, i suggest peeling and coring before cooking. you won't have to pick out the peels later then. you can either use a food processor or just a potato masher depending on how chunky you like your sauce)",35,1
286428,vegetable stuffing and chop bake,"['heat olive oil in medium skillet', 'add onion , celery and green pepper saute for about 3 mins or till begin to soften', 'add frozen broccoli and continue to saute until broccoli is thawed', 'mix vegetables , water , stuffing and egg sub', 'spray inside of crock with cooking spray , place chops in bottom of crock , season with garlic , pepper and sage', 'pour stuffing over chops and place top on crock', 'cook on low 8 hours']","i took the basic concept of wigal's ""recipe #281650"" and changed it into a slightly different version of stuffing and vegetables for the make it healthier game. i omitted the corn and added broccoli, changed the soft bread crumbs into stuffing mix and changed and made it into a crock pot recipe.",495,1
77804,cherry crumb cake,"['spread pie filling in bottom of pan', 'sprinkle lemon juice on top of pie filling', 'in a mixing bowl , mix: cake mix , butter and pecans', 'pour over pie filling', 'bake at 350 for 40-50 minutes']",,60,1
181982,sausage and egg waffle sandwich,"['toast waffles', 'fry sausage patties until desired doneness is reached', 'scramble eggs until slightly ""dry""', 'assemble ""sandwich"" in this order: waffle butter side up , half of the scrambled egg , sausage patty , second waffle , buttered side on sausage patty']","mcdonald's has mcgriddles and burger king has their breakfast sandwiches, so i thought ""why shouldn't i have my own creation?"" this is what i came up with.  if you try it, i hope you enjoy it.  please feel free to change the type of meat, if desired. submitted to ""zaar"" on august 16th, 2006.",20,1
227825,marshmallow cake,"['in a pan melt together the margarine , marshmallows and toffee pieces', 'when melted , take off the heat', 'add the rice krispies', 'mix well', 'pour into a greased tray', 'flatten mixture and leave to set']",kids just love this. easy to make and get the kids to help.,10,1
41318,sloppy joes in a pressure canner,"['prepare mason jars , lids and rings', 'if you are unsure on how to do this , consult a preserving manual', 'in a heavy saucepan , begin to brown ground beef , then add onion and garlic', 'continue cooking until meat is browned', 'drain off fat', 'in a mixing bowl , stir together the brown sugar and mustard , then add remaining ingredients to brown sugar mixture', 'stir into beef and heat thoroughly', 'now , carefully spoon this hot mixture into hot jars , leaving a one-inch headspace', 'remove air bubbles with a spatula and wipe the rims of the jars clean of any food residue', 'place lid on jar with sealing compound next to glass', 'screw band down evenly and firmly just until a point of resistance is met', 'this is called being finger', 'process for 75 minutes at 10 pounds pressure']",posted in response to a request; untried by me.,110,1
131111,beef and noodles crock pot,"['place meat in slow-cooker', 'combine brown gravy mix with the amount of water suggested on package', 'add to slow-cooker', 'halfway through cooking time , check to see if gravy needs any additional water for desired thickness', 'right before beef is ready , cook noodles according to package directions', 'drain and gently mix into the beef and gravy', 'serve', '4 hours on high - 8 hours on low']","this is easy and good! while not necessarily a gourmet meal, it is an inexpensive, filling and enjoyable meal for a busy family. add some onion powder or other spices for additional flavor if desired.",245,1
499460,strawberry cream cheese cobbler,"['preheat oven to 350 degrees', 'pour melted butter into a 9-by-13-inch glass baking dish', 'in a small bowl , mix together the egg , milk , flour , sugar , baking powder , and salt', 'pour directly over the butter in the baking dish , but do not stir', 'add the strawberries , arranging in a single layer as much as possible', 'sprinkle cream cheese pieces and optional walnuts over strawberries', 'place in preheated oven and bake for 45 minutes , or until top is golden brown and edges are bubbling', 'serve hot out of the oven with choice of topping , if desired']",modified recipe from readingeagle.com.  change it up and make it with peaches and blueberries!,55,1
199537,arielle s favorite tuna casserole,"['cook pasta al dente or as directed on package', 'drain', 'combine in pot pasta , cream of mushroom soup , tuna , peas , salt , pepper and cheese', 'mix thoroughly', 'transfer into a covered casserole dish and bake at 400 degrees for 30 minutes or until bubbly', 'remove from oven and allow to cool for 5 minutes prior to serving', 'serving suggestions - serve with crusty bread and salad or green veggie', ') enjoy !']","this is one of my family's favorite quick work night meals - i used to make this as a teen for my folks and have continued with my family. my kids (and hubby) request this one!!  fun ways to change it up are to bake crescent rolls in a ball/roll filled with cheese on top of the casserole (i like to start them out first so the bottoms cook a bit first), or top the casserole with fried onions, crushed potato chips (a great use for those old chips in the cupboard), etc.  i modify the amounts depending on what i have in the pantry - but it is always great!!!",42,1
92813,pizza croissants  quick and easy,"['preheat oven to 350f', 'unroll the croissant dough and place the individual doughs on a greased cookie sheet', 'spread a tablespoon of pizza sauce on each one of them', 'place a sausage and half a string cheese at the long top part', 'cut off the excess cheese that will hang out the sides', 'roll them up and bake for 15 minutes or until heated the whole way through', ""don't let the cheese melt too much though or it will go everywhere""]",these are great as a quick and fun weeknight meal. my fiance came up with this one when he was out of town for a week. when he came back and shared it with me i was really surprised with how good they were.,20,1
129779,easy whipped chocolate icing,"['beat butter and sugar until pale and creamy', 'add chocolate until well combined']",a standard recipe for chocolate cakes or vanilla cup cakes.,10,1
3212,pumpkin spice cake in jars,"['preheat oven to 325f', 'sterilize 8 ball quilted crystal canning jars , lids and rings by boiling them for 10 minutes', ""leave the lids and rings in the hot water until you're ready to use them"", 'remove jars and allow the jars to air-dry and cool', 'prepare the batter in the meantime', 'using a pastry brush , brush the inside of the cooled jars with shortening', 'set aside', 'coarsely chop the raisins and walnuts', 'set aside', 'sift together the flour , baking soda , baking powder , salt , cloves , cinnamon and ginger in a large bowl', 'add raisins and walnuts', 'toss to lightly combine', 'in another large bowl , beat eggs at high speed until thick and yellow', 'gradually beat in the sugar until thick and light', 'at low speed , beat in the oil and pumpkin', 'blend well', 'gradually stir in the flour mixture until well blended', 'divide among the 8 canning jars (should be slightly less than 1 / 2 full', ""wipe the sides of the jar off in case you slop or it'll burn"", ""place jars onto a cookie sheet or they'll"", 'bake 35 to 40 minutes or until a pick inserted into the center of each jar comes out clean', 'have your lids and rings ready', 'take one jar at a time from the oven', 'place a lid and ring on and screw down tightly', 'use heavy-duty mitts--the jars are hot ! place the jars onto your counter top too cool', 'you\'ll know when they\'ve sealed , you\'ll hear a ""plinking sound""']","recipes for cakes baked in jars      ever baked cakes in canning jars? it's neat! any quick bread-type cake can be  baked in canning jars. lighter cakes tend to fall once the jar seals. i usually  bake one jar first -- you have to know how high the batter rises. i usually fill  one jar 1/2 full then bake it to see how high it rises, then go from there. you  don't want the cake to come out of the top of the jar, only to within 1/4 to 1/2  inch from the lip of the jar. write it down on your recipe (how far you filled  the jars)! once you've established how high the cake rises, you can go from  there. the first time around is a bit tricky because you won't know how many  jars you'll need. most of the recipes i've tried i end up using around 8.    sterilize as many jars as you think you'll need and go from there. make sure  your lids are new, the rings don't ha  ve to be as the jars do seal, the cakes are  as moist as the day you put them into the jars--sometimes more so. the baking  times will vary.",50,1
332411,couscous with zucchini   tomato,"['cook the cous cous according to packet directions and place in a serving bowl', 'stir in 3 tblsp olive oil & the lemon juice , set aside', 'heat the reaming oil in a pan and fry the zucchini until golden , add to the cous cous', 'fry the walnuts in the same pan for 1-2 mins , stirring regularly and then add to the cous cous with remaining ingredients', 'stir well to combine and serve']","i found this in a flyer from safeway, a great salad for lunch, you could cheat like i did and use chargrilled zucchini from a jar.",23,1
242485,tipper,"['in a tall glass combine the rum , vodka , and creme de cacao', 'add some ice', 'squeeze a quarte lime over all', 'fill with coke', 'stir']",this drink was developed by a frat bro back in the '60's name of les tipton.  les if you read this forgive me.  he was the most impressive javilin man i ever knew!  it's a 3-2-1 recipe and tastes so innocent.... beware!  tastes like coke with lime until you hit the third one and then you are in total trouble!  make sure it's a pretty glass.... lol hopefully you can remember it.,1,1
270455,turkey swedish meatballs,"['combine the turkey breast with the egg , breadcrumbs , and seasonings and form into 10 little meatballs', 'place on foil lined cookie sheet and bake at 375f for 20-25 minutes', 'meanwhile , prepare the egg noodles and brown gravy mix according to the packaging', 'when the noodles are cooked , drain well and return to the pot', 'mix in the brown gravy and stir well', 'remove the meatballs from the cookie sheet and divide the noodles and meatballs into bowls', 'serve and enjoy !']","this is my own little make shift recipe i created for the 'swedish day' entree at my house. it's really quite simple (credit for the turkey meatball recipe goes to chef #296027.  
p.s. this recipe is for two as it makes around 10 meatballs",30,1
14240,mirj s hungarian thai salmon,"['while the salmon is still partially frozen , cut into serving pieces', 'i usually serve this as an appetizer so the pieces are smallish squares', 'place the salmon in a large pot and cover with water', 'throw in the handfuls of paprika and lemon grass', 'add the salt and pepper', 'bring the whole thing to a rolling boil and let cook for 20 minutes', ""don't treat the fish delicately , it can take it , don't worry"", 'turn off the heat , let sit for about 10 minutes , then remove with a slotted spoon', 'chill for at least two hours and serve']",i made up this recipe to incorporate two of my favorite cuisines.,30,1
460247,creamy orzo w feta   sun dried tomatoes,"['bring broth to a boil in a small saucepan and stir in orzo', 'return liquid to a boil', 'cook orzo , uncovered , stirring occasionally until liquid is absorbed , approximately 9 minutes', 'remove saucepan from heat', 'stir tomatoes and feta into orzo , mixing until feta melts slightly', 'season orzo with salt & pepper', 'serve with the chicken roulades']","this pairs with recipe #460246, very nicely, also from cuisine at home magazine.
start boiling the pasta before making the roulades, then finish the orzo dish while the chicken simmers.",30,1
76133,reuben and swiss casserole bake,"['set oven to 350 degrees f', 'butter a 9 x 13-inch casserole dish', 'place the corned beef in the bottom on the casserole dish then dot all over with the dressing', 'spread the sauerkraut over the top of the dressing then top with the grated swiss cheese', 'toss the breadcrumbs with the butter in a bowl then sprinkle evenly over the the cheese', 'bake for 25-30 mins , or until bubbly']","i think this is even better than a reuben sandwich, i bet you will probably eat the whole casserole by yourself! :)",40,1
216100,smoky mac  n cheese,"['cook and drain macaroni as directed on box', 'return to saucepan', 'keep warm', 'meanwhile , heat oven to 375', 'spray 13x9"" glass baking dish with cooking spray', 'in a 2-quart saucepan , heat cream , mustard , salt and red pepper to boiling', 'reduce heat', 'stir in cheddar cheese with wire whisk until smooth', 'pour sauce over macaroni', 'stir in tomatoes and onions', 'pour into baking dish', 'in small bowl stir together parmesan cheese and bread crumbs', 'stir in oil', 'sprinkle over top of macaroni mixture', 'bake 15 to 20 min or until edges are bubbly and top is golden brown', 'be sure to use whipping cream when making sauce as half-and-half and milk are more likely to curdle when combined with the tomatoes']","this is another recipe i found in an ad in the february 2007 bon apetit. it is super easy because you don't even have to make a white sauce, just heat up heavy cream.",50,1
29637,baked linguine with meat sauce,"['cook beef and garlic in a dutch oven , stirring until beef crumbles and is no longer pink', 'stir in tomatoes and next 4 ingredients', 'simmer 30 minutes', 'set meat sauce aside', 'cook pasta according to package directions', 'drain', 'place pasta in a lightly greased 13x9 inch baking dish', 'stir together sour cream , cream cheese , and green onions', 'spread over pasta', 'top with meat sauce', 'bake at 350 degrees for 20-25 minutes or until thoroughly heated', 'sprinkle with cheddar cheese , and bake 5 more minutes']",wonderful.,55,1
185371,california crock pot dandy brandy apple butter,"['add sugar to prepared applesauce to taste , depending on the sweetness of your apples', 'combine with all other ingredients and cook in crock pot on low until thickened and brown , 8-10 hours', 'stir occasionally , scraping sides with a rubber spatula', 'i remove the cover for the last hour or two and stir it more often', 'pour into hot sterilized jars , leaving inch head space', 'vacuum seal', 'alternately , cool , put in plastic containers and freeze']","i happen to have a bonafide apple tree in my soca yard, quite unusual for this area.
i do nothing to care for it, but it rewards me with a plethora of apples (rather like golden delicious) this time each year. i borrowed my friend's antique cone shaped chinois colander to make applesauce.  you cook the apples, skin & all, until they’re soft enough to push through this sieve with a wooden mallet (rather like a rolling pin with a pointed end.) i've found they're still available but very expensive. i'm now searching e bay for a vintage model.   you could always peel & core the apples & proceed to make applesauce in the traditional way; or try pushing them unpeeled & cooked through a regular colander.   in any case,
here’s the resulting home grown apple sauce made better-butter.  i thought it to be a “breakfast” item, but i took some along to a dinner party where biscuits were served and came home with an empty jar!  maybe it’s due to the secret ingredient?",630,1
295761,versitile muffins batter   dairy free,"['preheat oven 375 , use paper muffin cups or grease pan', 'sift flour , sugar , baking powder and salt into a bowl , form a well in center', 'mix oil , water and eggs together and then pout into the well', 'stir just until flour is moistened', 'add fruit in using', 'spoon batter into prepared muffin cups', 'bake for 15 - 20 minutes , until lightly browned']","this is a very forgiving recipe, i have added blueberries, raspberries, vanilla, and nuts. i eyeball that and use what i have. this is a low-sugar recipe, i find the fruit add's a nice sweetness. if you like a sweeter muffin, try doubling the sugar!

make plain or add fruit. batter should be lumpy for best muffins.",25,1
98208,dianne s broccoli,"['cook broccoli according to package directions and drain', 'combine cottage cheese , eggs , 2 tablespoons butter and flour in blender or mixing bowl', 'blend or beat until cottage cheese mixture is smooth and creamy', 'fold in broccoli , onion , corn , cheddar cheese , salt , pepper , and a couple of drops of hot pepper sauce', 'pour cottage cheese mixture into a greased , deep casserole', 'make soft bread crumbs by tearing 1 slice of white bread into blender container and blending on low speed until soft crumbs are formed', 'melt 1 tablespoon of butter in skillet', 'add soft bread crumbs and saute until golden brown', 'sprinkle buttered bread crumbs and bacon over cottage cheese mixture', 'bake at 350f 1 hour , or until mixture is set', 'enjoy !']",this is a delicious way to enjoy broccoli. i hope you enjoy it!,90,1
169041,slow cooker split pea and ham soup,"['layer ingredients in slow cooker in the order listed', 'pour in water', 'do not stir !', 'cover and cook on low 8 to 10 hours or until peas are very soft and ham falls off bone', 'remove bones and bay leaf', 'serve !']","easy and delicious!  very thick and hearty!  freezes well!  (i always make a double batch and freeze 2/3.)  update:  if you overcook, the soup will get even thicker than usual!  and turn a little bit of an olive drab color--it will still taste good though!",510,1
119262,herb roasted chicken,"['preheat oven to 450f', 'cut chicken in half', 'arrange , skin side up , in a roasting pan', 'combine butter , lemon juice , and spices in a small bowl and mix well', 'brush chicken with mixture', 'roast until juices run clear', 'broil 6 inches from heat for 3 minutes']",i was sent this recipe by mail. my family thought it was great and i hope you do to.,38,1
164149,godiva truffletini,"['stir with ice and strain into a chilled martini glass', 'garnish with your favorite godiva truffle']",this liqueur is pretty pricy but very worth it.  a little over a scoop of ice cream is just a crime.,5,1
379733,mustard marinated shrimp,"['peel shrimp and set aside', 'whisk together vinegars , peppers , mustard , and salt', 'whisk in oils', 'stir in parsley , green onions , and garlic', 'set aside', 'bring 3 quarts of water , lemon , garlic , and shrimp boil to boil in large pot', 'add shrimp to boiling water and cook uncovered til just pink , 2 to 3 minutes', 'drain shrimp , and discard water remnants', 'combine shrimp with marinade , cover , and refrigerate overnight or up to 2 days', 'drain shrimp from marinade and serve']","this is a recipe which makes for fabulous party food; you can make it ahead of time (in fact, you have to), and everyone loves it.  simply serve it in a pretty bowl with toothpicks, skewers, or forks for serving.  this has become a new staple as the perfect hors douvre.",1450,1
428713,paprika pita chips,"['in a small bowl , mix oil , salt and paprika', 'brush the rough sides of the pita with the oil mixture', 'cut each circle in 8 points', 'put the pita points side by side , oiled side on top , on a large baking sheet', 'cook in the center of a preheated oven of 350 f for about 12 minutes or until pita chips are golden and crispy', 'put the pita chips on a rack and let cool']",a recipe from coup de pouce.  posted for zwt - na*me it can be use with recipe#428711,17,1
118365,not your grandma s three bean salad,"['whisk together the olive oil , lemon juice , tomato paste , malt vinegar and chopped chives', 'set aside', 'combine the three kinds of beans with the dressing', 'add the tomatoes , green onions and feta cheese to the mixture , tossing gently to thoroughly coat the salad', 'season to taste with salt and black pepper', 'arrange salad on plates and garnish with fresh chives']","this isn't even remotely like the usual sweet and sour salad... this one has feta cheese, tomatoes and yes, three types of beans, in a light lemon juice vinaigrette. it's from one of those ""bargain bin cookbooks"" at a big chain bookstore and it makes a great vegetarian main-dish type salad.",25,1
391788,mushroom and spinach quiche with potato crust,"['preheat oven to 400 degrees', 'lightly grease a 9-inch glass or ceramic pie dish with 1 / 4 teaspoon oil', 'toss potatoes with 1 teaspoon oil and 1 / 8 teaspoon each salt and pepper', 'press into an even layer in pie dish , up the sides like a crust', 'bake until golden brown at the edges and dry , about 20 minutes', 'let cool', 'lower the oven to 325 degrees', 'heat 1 teaspoon oil in a large skillet , preferably nonstick , over medium heat', 'add onion and cook until softened and golden , about 5 minutes', 'add remaining teaspoon oil and mushrooms and cook , stirring , until mushrooms release their liquid and most of the liquid evaporates , about 8 minutes', 'add spinach and 1 / 4 teaspoon each salt and pepper , and cook , stirring , just until spinach wilts , about 30 seconds', 'let cool slightly', 'whisk together eggs , milk and remaining 1 / 8 teaspoon salt and pepper', 'spread the mushroom mixture in an even layer in the pie dish , and top with an even layer of the cheese', 'carefully pour in egg mixture', 'bake until firm around the edges but still wobbly in the center , about 20 minutes', 'let cool , and serve warm or at room temperature']","a great makeover quiche with loads of flavor but not the calories!  cook yourself thin tv.  :)  you can add any veggies you like - experiment - the key is the crust ""replacement"" and the lower fat - less oils/butters and creams.",50,1
82142,everyday chicken,"['in a large glass bowl mix onion , garlic , lemon juice , olive oil , white wine , worcestershire sauce , tabasco sauce , pepper , celery seed , and salt', 'marinate chicken in this mixture at least 2 hours', 'bake covered at 350 degrees for 30 minutes', 'then uncover and bake another 30 minutes or until chicken is done', 'this is also a fantastic and quick recipe for the grill !']",i call this ,195,1
352359,alaska salmon and chipotle wrap,"['in bowl , mix lime juice , chiles , cilantro , bell pepper , red onion , garlic , salt , and pepper', 'gently stir in salmon until blended', 'in a small bowl , blend sour cream and adobo sauce', 'spread 1 / 4 mixture over each tortilla to within 1 inch of edge', 'spread 2 / 3 cup salmon mixture over cream cheese / sour cream', 'top with 1 / 4 of lettuce and roll up burrito-style', 'repeat for remaining tortillas', 'for appetizers , cut each wrap into thirds', 'as a meal , cut each wrap in half', 'serve immediately']",my very favorite way to eat canned salmon.  it is so flavorful with lime and cilantro and a hint of spicy chipotle flavor all wrapped in a flour tortilla.  i found this on a card in a magazine a while back (but i can't remember where).,10,1
171839,ice cream drumsticks  copycat,"['in each paper cup put 1 teaspoon nuts', 'in a microwave safe bowl heat the chocolate and shortening on high power for 1 minute', 'stir until smooth and completely melted at 10 second intervals if needed', 'stir remaining nuts into chocolate mixture', 'place 2 teaspoons chocolate in each cup , with spatula smooth it about half way up the sides of each cup if necessary', 'place 1 scoop of ice cream in a cone , pressing the ice cream down slightly', 'invert the cone into a cup', 'repeat with all the cones and ice cream', 'freeze all in the cups , cone side up , for 3-4 hours', 'to serve peel off the paper cup from each cone']",do you love those peanut sundae cones that we all used to run to the ice cream truck to get?  try these! cooking time is freezing time.,195,1
46491,nigella lawson  clementine cake,"['place whole , unpeeled clementines into a pot and cover with cold water', 'bring to a boil , lower heat to a simmer and let cook 2 hours', 'drain , let cool , then cut each clementine in half , remove seeds , and place in food processor- skins and all', 'chop the clementines in the processor finely', 'in a bowl , beat the eggs', 'add the sugar , almonds , and baking powder to the eggs , mixing well', 'add the chopped clementines by hand and mix to combine', 'pour batter into a greased and parchment lined 8-inch springform pan', 'bake in a preheated 375 f oven for 40 minutes , then cover loosely with foil to prevent overbrowning and continue cooking about another 10 minutes or until a toothpick poked into the center comes out clean', 'let cool in the pan on a wire rack overnight', 'variation: you can substitute an equal weight of regular oranges or lemons for the clementines', 'increase the sugar to 1 1 / 4 cups if you do so', 'optional glaze: if you wish , you may make a glaze from a little powdered sugar mixed with a bit of lemon juice and water and drizzle it over the top']","this recipe comes from nigella lawson's ""how to eat"" and was demonstrated on her tv program, nigella bites."" ground almonds take the place of flour in this recipe - made sure they are finely ground or they will taste gritty. i have not yet made this, as i am posting this in respsonse to a request. nigella adapted this recipe from several recipes, including one by claudia roden. it should come out very moist and syrupy. if you like, you may also sub lemons or oranges (see variation below) and also, you may pour a powdered sugar glaze over the cooled cake if you like. nigella recommends serving this with some creme fraiche(which i might sweeten first) on top of each serving. prep time is about 15 minutes, plus the 2 hours of simmering the clementines.",180,1
326279,pumpkin chocolate chip bread,"['preheat oven to 350', 'spray two 8 1 / 2"" x 4 1 / 2"" loaf pans', 'mix dry ingredients together', 'stir chocolate chips into dry mixture', 'in separate bowl , stir eggs , oil , sugar and pumpkin together', 'add pumpkin mixture to dry mixture and stir until well combined', 'scrape batter into loaf pans and smooth top', 'bake for 45-60 minutes , or until toothpick comes out clean']","easy, delicious, pumpkin bread. this is the best one i've tried. the bread is moist and dense and filled with chocolate. everyone who tries it raves. can be doubled to make four 8 1/2"" x 4 1/2"" loaves, or three 9"" x 3"" loaves, or ten 5"" x 3"" loaves",80,1
19586,cranberry pot roast brisket,"['sprinkle meat with garlic salt', 'mix onion soup , cranberry sauce and water', 'cover and simmer 2-3 hours or until tender', 'can be made in crockpot', 'cook until tender']","a simple and unusual way to prepare a pot roast or brisket. let your guests ""guess"" the ""secret"" ingredient.",190,1
516658,marshmallow rice crispy treats ree drummond   pioneer woman,"['thoroughly grease a 9- by 13-inch pan with softened butter', 'in a large pot , melt the butter', ""stir in the regular marshmallows until they're totally melted"", 'stir in the salt', 'remove from the heat and set aside', 'pour in the cereal , folding gently the whole time until all combined', 'then pour in the mini marshmallows and gently fold inches turn into the buttered pan and press flat', 'immediately top with rainbow sprinkles', 'let cool completely , and then cut into squares']","these take regular rice crispy treats to a whole new level. so easy your kids could make them or for more fun make them together. switch sprinkles to match holidays, teams or events. super tasty. ree drummond the pioneer woman recipe. enjoy! chef dlh",20,1
352593,fluffy yoghurt pancakes,"['in large bowl , whisk eggs , milk , yoghurt and lemon zest until smooth', 'add flour and sugar and whisk again until smooth', 'batter should be dropping consistency', 'if too thick , add more milk', 'if too runny , add more flour', 'heat large skillet / pan to medium', ""i don't use a spray as long as pans are non stick"", 'test heat of pan by dropping water on it', 'water should sizzle in drops', 'using 1 / 4 cup measure , drop batter into pan and cook until bubbles form and pop on surface , flip and cook until golden', 'second side will only take 30-60 seconds', 'serve hot , in stacks of three , layered with bacon strips', 'top with banana and raspberries , and of course maple syrup ! yum !']","i found this recipe in taste magazine (new zealand) and it is amazing. easy to make, never gloppy in the middle, light and fresh.  they will fill you up at the time but not weigh you down and are not overloaded with sweet!  these are my signature dish.....enjoy!",13,1
265598,cheesy ranch dip,"['combine all ingredients in 2-qt', 'microwaveable bowl', 'microwave on high 8 minute or until cheese is completely melted , stirring every 2 minute', 'serve with assorted cut-up vegetables , chips or crackers']",a new twist on velveeta and rotel,13,1
71517,mushroom and almond rice pilaf,"['brown onions in margarine', 'mix together with remaining ingredients in a shallow baking dish', 'bake for 1 hour at 375 degrees']","a wonderful side dish to almost any meat entree. this works well with any type of rice - brown or white, long-grain or short-grain.",70,1
171456,almost instant tortellini and cheese with chicken  better homes,"['in a large saucepan cook tortellini according to package directions', 'place frozen vegetable in colander', 'drain the hot pasta over vegetables to thaw', 'return pasta-vegetable mixture to pan', 'meanwhile , in a small saucepan combine cream cheese and milk', 'heat and stir until cheese is melted', 'heat chicken according to package directions', 'stir cheese sauce into cooked pasta-vegetable mixture', 'cook and gently stir until heated through', 'spoon into individual serving bowls', 'top with chicken', 'makes 4 servings']","i'm on a quest to find recipes that use store-bought, pre-cooked chicken, and this certainly fit the bill!   and it looks wonderfully easy.  as bhg.com says, ""boiling water is the most time-consuming element of making this super-fast chicken spin on mac-and-cheese.""",20,1
296814,quiche a la chance,"['preheat oven to 350 degrees', 'cook bacon until crisp and chop into small pieces', 'sprinkle on the bottom of the pie shell', 'whisk together eggs and milk', 'add chopped vegetables , pepper and salt', 'mix together', 'add cheese to milk mixture and mix', 'pour mixture into pie shell and sprinkle parsley over top', 'cooke for 30 to 40 minutes', 'let stand 5 minutes before serving']",a nice and easy quiche that we have for a light dinner.  it is nice with salad.,45,1
