r_id,r_name,instructions,description,cooking_time,writer_id
20081,escabeche with papaya,"['clean fish and sprinkle with salt', 'let stand about 15 minutes and drain well', 'fry in hot oil until brown and set aside', 'saute garlic , ginger , onion and papaya until papaya is half cooked', 'add salt and hot pepper and mixture of vinegar , water , sugar , soy sauce and flour', 'cook until liquid thickens and the papaya becomes tender', 'place fried fish on a platter and pour over it the gravy mixture', 'garnish with sliced red-sweet pepper']",,50,1
318318,easy frozen yogurt for dogs,"['mix the peanut butter , honey , and fruit together until well blendedmash with a fork or use the blender', 'add the fruit mixture to the yogurt and mix well', 'freeze in ice cube trays', 'crack trays and release treats as needed !']","my dogs love these on a hot summer day, and they are so easy to make!!!  and healthy!!  yogurt promotes digestive health in dogs. . . and humans!!!",5,1
195090,fourth of july blueberry softbakes,"['preheat the oven to 375', 'line two baking sheets with baking parchment', 'sift together the flour , baking powder and cinnamon into a large mixing bowl', 'add the diced butter and rub in with your fingers until the mixture resembles fine breadcrumbs', 'stir in the raw sugar', 'add the sour cream , blueberries and cranberries and stir just until combined', 'spoon ten mounds of the mixture onto the prepared baking sheets', 'sprinkle with the extra raw sugar and bake for about 20 minutes , or until golden and firm in the center', 'serve warm']","from ""the ultimate cookie book"" by catherine atkinson. i haven't tried this yet but i imagine it must be like the cookie cousin of the blueberry muffin. yummy! you could also substitute fresh cranberries for the blueberries and substitute chopped preserved ginger for the dried cranberries. times are estimates.",25,1
122898,swedish pickled beets,"['put everything except the vinegar into a medium pot and bring to a boil', 'simmer over medium heat about thirty to forty five minutes , or until the beets are tender', 'drain and cool slightly', 'when beets are still warm , peel and cut into quarters', 'place in a quart jar or other container with a lid and pour the vinegar over the beets', 'cover the mixture and refrigerate for at least two days before serving']","this is marcus samuellson's recipe for the traditional swedish condiment.  it calls for his swedish 1-2-3 vinegar, the recipe for which is posted.  the beets should sit in the refrigerator for at least two days before you serve them, but they will keep in the refrigerator for up to a month.  (so he says--mine disappeared the day they were served.)",2940,1
234113,caramel lemon syrup,"['heat brown sugar and butter in heavy bottom , medium sized pan over medium heat until it begins to melt', 'continue to cook , stirring constantly', 'carefully stir in lemonade stirring to blend and dissolve lumps ,', 'jar and use as needed']","this is a sweet, lightly tangy, caramel syrup. easy to make. 
uses:
french toast, pancakes, ice cream topping, drizzle over drinks that are topped with whipped cream. dip  martini rim into it for added goodness, garnish a plate filled with apples and goat cheese with it, or drizzle over grilled fruits or meat toward the end of cooking. stored in a jar for future use.
use your imagination.",20,1
146594,crunchy nut pie pastry,"['combine the nuts , salt and flour in a medium bowl or in a food processor fitted with the metal blade', 'cut in the butter with a pastry blender', 'drizzle in water and mix until dough holds a ball', 'st dough on a sheet of plastic wrap or waxed paper', 'top with another sheet and roll into a circle', 'fit into pie plate and fill']","savory and crunchy and super nutritious, this crust is a great base for russian carrot tart, spinach quiche, butternut squash and leek tart, and other vegetable or cheese tarts. the recipe is from the enchanted broccoli forest  by mollie katzen.",10,1
74972,russian pork chops,"['mix dressing ingredients together', 'set aside', 'place chops in a single layer in a shallow casserole dish', 'top with slice of onion and bell pepper', 'pour pineapple over top and cover with russian dressing', 'bake covered in preheated 375f oven for 1 hour', 'serve over rice']",this is a quick favorite on busy nights. i tend to keep a bottle of the dressing in the pantry for this recipe so i can just throw together early in the day and pop in the oven when i get home.  by the time everyone has settled in dinner is done.,70,1
34438,rosemary sauce for vegetables,"['mix all the ingredients together well', 'melt to serve']",give your steamed veggies a little oomph.,20,1
45704,russian style macaroni casserole,"['heat oven to 350 degrees', 'grease a 13x9-inch baking dish', 'cook macaroni according to package directions until barely tender', 'rinse under cold water', 'drain and transfer to large bowl', 'mel butter in large skillet over medium-high heat', 'add onions and cook stirring occasionally for 5 minutes', 'stir in garlic , mushrooms , cabbage , salt and caraway seeds', 'reduce heat to medium , cover and cook until cabbage is tender about 7-10 minutes', 'combine vegetable mixture and spinach with cooked pasta in bowl', 'stir in cottage cheese , dill , pepper and 1 cup cheddar cheese', 'spread evenly in prepared baking dish and sprinkle with remaining 1 / 3-cup cheddar cheese', 'bake 20-25 minutes , until heated through']","russian-style macaroni and cheese with lots or vegetables for flavor, texture and nutrients. the combination is wonderful. can also substitute or add chopped cauliflower, broccoli or carrots, if prefer or for added variety.",90,1
284065,easy chocolate mousse like dessert,"['place marshmallows , milk and cocoa into a small pot over medium-low heat', ""whisk constantly and make sure the marshmallows don't burn to the bottom of the pot until marshmallows have completely melted"", 'add chocolate chips slowly , whisking continuously until chocolate chips have melted', 'stir in vanilla', 'set aside and let cool , whisking occasionally to prevent formation of a skin', 'in a medium bowl , beat whipping cream and powdered sugar until stiff', 'fold into cooled chocolate mixture', 'if desired , fold in chocolate chips', 'spoon into dessert bowls , wine glasses or martini glasses and freeze for several hours or until firm']","i've refrained from calling it a mousse because i know mousse connoisseurs will claim ""there's no eggs, it's not a mousse!"" but it comes out rich and velvety like any real mousse.

a note about the portions: i said it makes enough for four, but i used martini glasses to serve it in and it didn't quite fill them as much as i would have liked. so depending on the size of what you're using to serve the mousse-like dessert in, you might want to make sure you have enough whipped cream to add some on top. it also tends to be a bit rich, so you may be happy with smaller portions, also.

from the hersheys website.",140,1
135940,tomato and goats cheese crumble,"['pre-heat the oven to 375 f , 190 c / gas mark 5', 'roughly chop the tomatoes , leaving the cherry ones whole', 'heat 2 tablespoons oil in a pad , add the chopped tomatoes and seasoning and cook for 10 minutes until softened', 'remove from the heat and stir in cherry tomatoes', 'spoon half the tomato mix into an oven proof dish and crumble half of the goats cheese on top', 'repeat the layers', 'heat remaining olive oil in a frying pan and lightly fry the pine nuts and breadcrumbs', 'remove from the heat and stir in half the parmesan', 'scatter breadcrumb mix over the tomatoes and cheese , then top with the rest of the parmesan', 'bake for 20-25 minutes , until golden']","this savoury crumble is a twist on the more usual quintessential english dessert crumbles.  it’s a really tasty supper dish and comes from the bbc good food “101 veggie dishes” book.  there are no herbs listed in the original, or here, but feel free to add some if you like.  this is equally good served with a green salad or vegetables.  recipe posted for zaar world tour 2005.",50,1
