ri_id,r_id,i_id,amount,unit
4222,345993,1198,,bamboo
4223,370949,536,1 1⁄2,cups
4224,370949,59,1⁄3,cup
4225,370949,35,3,tablespoons
4226,370949,105,1,tablespoon
4227,370949,965,1,tablespoon
4228,370949,428,1⁄8,teaspoon
4229,370949,1199,,table
4230,370949,30,1⁄2,cup
4231,370949,637,4,bone
4232,370949,3,2,teaspoons
4233,370949,331,1,medium
4234,426424,276,8,medium
4235,426424,1200,1 1⁄2,lbs
4236,426424,48,1,large
4237,426424,492,2,cups
4238,426424,94,1⁄2,cup
4239,426424,122,1⁄2,cup
4240,426424,730,1,teaspoon
4241,426424,195,1⁄2,teaspoon
4242,426424,153,1⁄2,teaspoon
4243,426424,125,1⁄2,teaspoon
4244,426424,2,2,eggs
4245,426424,17,1 1⁄2,teaspoons
4246,426424,350,1⁄4,teaspoon
4247,332561,2,1,large
4248,332561,296,1,tablespoon
4249,332561,35,1,tablespoon
4250,332561,337,3⁄4,cup
4251,332561,265,1,ripe
4252,332561,1201,1,cup
4253,332561,501,1⁄4,cup
4254,332561,1202,1⁄4,cup
4255,332561,17,1,pinch
4256,332561,268,1,cup
4257,332561,12,1,tablespoon
4258,101533,1203,2,teaspoons
4259,101533,16,1 1⁄4,cups
4260,101533,356,3 1⁄2,cups
4261,101533,459,1⁄4,cup
4262,101533,12,2,tablespoons
4263,101533,17,1,teaspoon
4264,101533,62,2,tablespoons
4265,101533,178,1⁄2,cup
4266,449831,8,50,ml
4267,449831,75,2,garlic
4268,449831,360,500,g
4269,449831,77,,salt
4270,288189,1204,385,ml
4271,288189,85,2,tablespoons
4272,288189,439,1⁄2,teaspoon
4273,288189,1205,1,cup
4274,288189,51,1⁄4,cup
4275,288189,125,1⁄4,teaspoon
4276,288189,573,1,lb
4277,288189,48,1,cup
4278,288189,131,1⁄2,cup
4279,288189,49,1 -2,teaspoon
4280,288189,1206,540,ml
4281,288189,1207,2 1⁄4,cups
4282,288189,1208,1⁄2,cup
4283,504681,434,1 1⁄3,lbs
4284,504681,48,1,small
4285,504681,45,,butter
4286,504681,432,14,ounces
4287,504681,100,,white
4288,504681,104,1,bunch
4289,504681,46,1 2⁄3,cups
4290,504681,2,3,eggs
4291,504681,17,3,ounces
4292,213158,1209,1 3⁄4,cups
4293,213158,45,125,g
4294,213158,47,750,g
4295,213158,12,1,cup
4296,213158,2,2,eggs
4297,213158,86,1,teaspoon
4298,213158,253,1⁄4,cup
4299,213158,307,1⁄4,teaspoon
4300,19029,2,2,eggs
4301,19029,17,1⁄4,teaspoon
4302,19029,45,2,tablespoons
4303,19029,553,1,cup
4304,19029,12,1,cup
4305,19029,83,1⁄4,cup
4306,19029,333,1⁄4,teaspoon
4307,19029,166,1,teaspoon
4308,19029,1210,1,unbaked
4309,142518,47,2,8 ounce
4310,142518,299,1,teaspoon
4311,142518,95,1,teaspoon
4312,142518,98,1,teaspoon
4313,142518,184,2,cups
4314,142518,48,2,teaspoons
4315,142518,1057,2,tablespoons
4316,142518,1211,2,tablespoons
4317,142518,1212,1,3 ounce
4318,142518,4,1 -3,cup
4319,234679,30,2,cups
4320,234679,12,1,cup
4321,234679,32,3,teaspoons
4322,234679,17,1⁄2,teaspoon
4323,234679,2,2,eggs
4324,234679,83,1,cup
4325,234679,3,1⁄2,cup
4326,234679,1213,1,teaspoon
4327,234679,1214,1,cup
4328,234679,551,1⁄3,cup
4329,220678,725,2,lbs
4330,220678,136,1,medium
4331,220678,75,3,garlic
4332,220678,153,1⁄8,teaspoon
4333,220678,17,1 1⁄2,teaspoons
4334,220678,661,1⁄4,teaspoon
4335,220678,1069,1 1⁄2,cups
4336,220678,83,1,cup
4337,220678,2,2,eggs
4338,46541,1215,1,cup
4339,46541,34,1⁄4,cup
4340,46541,67,1,cup
4341,46541,211,3,cups
4342,46541,551,1⁄4,cup
4343,46541,1216,2,tablespoons
4344,46541,153,2,teaspoons
4345,99890,2,4,eggs
4346,99890,680,2⁄3,cup
4347,99890,134,1⁄2,teaspoon
4348,99890,162,1,teaspoon
4349,99890,17,1⁄2,teaspoon
4350,99890,83,2,cups
4351,99890,1217,1,unbaked
4352,406672,434,4,large
4353,406672,49,1,head
4354,406672,8,5,teaspoons
4355,406672,92,1⁄2,cup
4356,406672,1218,4,ounces
4357,406672,140,,pepper
4358,406672,339,4,slices
4359,406672,72,2,green
4360,241957,85,3⁄4,cup
4361,241957,32,2,teaspoons
4362,241957,17,1,teaspoon
4363,241957,2,1,egg
4364,241957,83,1⁄2,cup
4365,241957,223,1,tablespoon
4366,241957,492,1,cup
4367,241957,45,1,teaspoon
4368,325028,283,2,cups
4369,325028,573,1,lb
4370,325028,49,1,teaspoon
4371,325028,108,1,teaspoon
4372,325028,222,1⁄4,teaspoon
4373,325028,134,1⁄4,teaspoon
4374,325028,187,1,dash
4375,325028,45,4,tablespoons
4376,325028,30,2,tablespoons
4377,325028,83,2 1⁄2,cups
4378,325028,199,3,cups
4379,325028,907,1,cup
4380,367750,446,12,corn
4381,367750,768,,shortening
4382,367750,1219,1 1⁄2,cups
4383,367750,199,1 1⁄2,cups
4384,367750,72,1 - 1 1⁄2,cup
4385,381307,1220,1,rock
4386,381307,249,2,cups
4387,381307,183,1,cup
4388,381307,1221,3,kiwi
4389,381307,457,1⁄4,cup
4390,381307,57,1⁄2,teaspoon
4391,381307,233,8,teaspoons
4392,381307,34,2,teaspoons
4393,269850,1222,2,cups
4394,269850,16,2⁄3,cup
4395,269850,1223,3,cups
4396,269850,365,1⁄2,lb
4397,269850,184,2,cups
4398,20409,16,3,cups
4399,20409,516,1⁄2,lb
4400,20409,656,1 1⁄2,cups
4401,20409,45,2,tablespoons
4402,20409,1224,1,10 1/2 ounce
4403,265612,826,1 1⁄3,cups
4404,265612,83,1,cup
4405,265612,2,2,eggs
4406,265612,939,600,g
4407,265612,72,6,green
4408,265612,1225,,extra
4409,265612,453,2,avocados
4410,265612,814,1⁄4,cup
4411,265612,804,1⁄3,cup
4412,222608,8,2,tablespoons
4413,222608,48,1,onion
4414,222608,119,1,carrot
4415,222608,449,4,cups
4416,222608,831,300,g
4417,222608,1185,400,g
4418,222608,364,3⁄4,cup
4419,222608,1019,3,tablespoons
4420,222608,51,,basil
4421,289459,1226,48,wheat
4422,289459,47,8,ounces
4423,289459,1227,8,ounces
4424,409156,338,1,slice
4425,409156,83,,milk
4426,409156,1228,,food
4427,409156,851,,cinnamon
4428,98660,1229,2,10 ounce
4429,98660,33,1⁄4,cup
4430,98660,48,2,tablespoons
4431,98660,85,1,tablespoon
4432,98660,17,1⁄2,teaspoon
4433,98660,245,1,cup
4434,98660,199,1,cup
4435,98660,484,1⁄4,cup
4436,261493,1230,1,loaf
4437,261493,118,1,tablespoon
4438,261493,1231,,taco
4439,261493,1232,,lettuce
4440,261493,184,,cheddar
4441,261493,919,,black
4442,261493,326,,jalapeno
4443,261493,665,,yellow
4444,261493,92,,sour
4445,261493,315,,taco
4446,137725,337,3,tablespoons
4447,137725,12,1⁄3,cup
4448,137725,13,1,tablespoon
4449,137725,86,1 1⁄2,teaspoons
4450,137725,1233,1⁄3,cup
4451,137725,1003,1⁄8,cup
4452,137725,1202,1 1⁄2,teaspoons
4453,137725,1234,1,cup
4454,407051,6,1,45 ounce
4455,407051,682,1,28 ounce
4456,407051,127,1,28 ounce
4457,407051,1135,2,6 ounce
4458,407051,8,6,tablespoons
4459,407051,75,4,garlic
4460,407051,103,3,stalks
4461,407051,119,2,carrots
4462,407051,518,1,green
4463,407051,73,1,red
4464,407051,503,1,yellow
4465,407051,326,8,jalapenos
4466,407051,131,1,zucchini
4467,407051,665,2,yellow
4468,407051,1235,2,lbs
4469,407051,133,1⁄4,cup
4470,407051,51,1,tablespoon
4471,407051,7,,freshly
4472,407051,917,3,tablespoons
4473,407051,428,1,bunch
4474,36474,1236,,classic
4475,36474,1237,5 1⁄2,cups
4476,36474,322,3⁄4,cup
4477,36474,17,2,tablespoons
4478,36474,80,1,pinch
4479,36474,280,1⁄4,cup
4480,36474,45,1,teaspoon
4481,36474,213,1,tablespoon
4482,113299,1238,36,reese
4483,113299,264,1⁄2,cup
4484,113299,45,1⁄2,cup
4485,113299,12,1⁄2,cup
4486,113299,34,1⁄2,cup
4487,113299,2,1,large
4488,113299,86,1⁄2,teaspoon
4489,113299,85,1 1⁄4,cups
4490,113299,31,3⁄4,teaspoon
4491,113299,17,1⁄2,teaspoon
4492,61344,328,1,16 ounce
4493,61344,73,1,red
4494,61344,448,1⁄2,cup
4495,61344,470,2 -4,scallions
4496,61344,647,2 -3,chilies
4497,61344,239,2 -3,tablespoons
4498,61344,74,1,lime
4499,61344,17,1⁄4,teaspoon
4500,61344,203,1⁄8,teaspoon
4501,263468,62,1,tablespoon
4502,263468,274,3,tablespoons
4503,263468,368,3,granny
4504,263468,476,1⁄8,teaspoon
4505,263468,399,1⁄8,teaspoon
4506,263468,307,1⁄8,teaspoon
4507,263468,153,1⁄4,teaspoon
4508,263468,157,1⁄2,lemon
4509,263468,58,1,cup
4510,263468,841,1⁄4,cup
4511,263468,17,1⁄4,teaspoon
4512,263468,30,1 3⁄4,cups
4513,263468,31,3⁄4,teaspoon
4514,263468,32,1,teaspoon
4515,263468,322,1 1⁄2,tablespoons
4516,263468,643,1⁄2,teaspoon
4517,263468,178,3,egg
4518,263468,92,1 1⁄3,cups
4519,263468,213,1⁄2,cup
4520,263468,61,5,egg
4521,263468,14,5,tablespoons
4522,110822,601,8,ounces
4523,110822,1239,1,lb
4524,110822,8,2,tablespoons
4525,110822,49,2,tablespoons
4526,110822,436,1⁄2,cup
4527,110822,480,1⁄2,teaspoon
4528,110822,484,1⁄2,cup
4529,139555,1240,4,hoagie
4530,139555,291,4,slices
4531,139555,1241,4,slices
4532,139555,1242,16,slices
4533,139555,1243,24,slices
4534,139555,578,4 -8,slices
4535,139555,412,,italian
4536,46485,422,2,chipotle
4537,46485,1244,6,cups
4538,46485,3,4,tablespoons
4539,46485,48,1,onion
4540,46485,75,2,garlic
4541,46485,17,,salt
4542,46485,76,1,bunch
4543,18855,45,1 1⁄2,cups
4544,18855,1245,1,cup
4545,18855,280,1,tablespoon
4546,18855,476,1,teaspoon
4547,18855,399,1⁄8,teaspoon
4548,18855,2,1,egg
4549,18855,166,1,teaspoon
4550,18855,85,1 1⁄2,cups
4551,387561,2,4,eggs
4552,387561,4,3 1⁄2,ounces
4553,387561,45,1⁄2,lb
4554,387561,12,7,ounces
4555,387561,14,2,teaspoons
4556,387561,325,2,teaspoons
4557,387561,30,1⁄2,lb
4558,387561,32,1,tablespoon
4559,387561,504,1⁄2,cup
4560,317646,766,270,g
4561,317646,1076,200,g
4562,317646,879,1,teaspoon
4563,317646,14,1⁄2,teaspoon
4564,317646,17,1,pinch
4565,317646,27,1⁄2,cup
4566,317646,86,1⁄2,teaspoon
4567,317646,1246,100,g
4568,317646,334,50,g
4569,305114,136,2 -3,small
4570,305114,8,,olive
4571,305114,691,1,large
4572,305114,75,2,garlic
4573,305114,2,1,large
4574,305114,713,1,cup
4575,305114,1247,1⁄3,cup
4576,305114,501,1⁄2,cup
4577,305114,195,1⁄2,teaspoon
4578,305114,1248,1⁄2,teaspoon
4579,305114,1249,1,double
4580,307990,220,1,small
4581,307990,73,1,red
4582,307990,6,1,vine
4583,307990,919,1⁄4,cup
4584,307990,107,1⁄2,tablespoon
4585,307990,1250,1⁄4,cup
4586,307990,369,1⁄2,cup
4587,307990,17,,salt
4588,307990,222,,ground
4589,307990,157,1,lemon
4590,307990,657,1⁄2,tablespoon
4591,307990,171,2,tablespoons
4592,307990,431,2,english
4593,122073,249,16,ounces
4594,122073,34,2,tablespoons
4595,122073,287,2,cups
4596,122073,85,1,cup
4597,122073,2,2,eggs
4598,122073,118,1,tablespoon
4599,122073,162,1,teaspoon
4600,122073,32,1,teaspoon
4601,122073,14,1⁄4,teaspoon
4602,122073,83,1 1⁄2,cups
4603,122073,354,,cooking
4604,122073,1251,,chocolate
4605,122073,27,,almonds
4606,186379,31,1⁄2,teaspoon
4607,186379,16,3⁄4,cup
4608,186379,63,1⁄2,cup
4609,186379,2,1,egg
4610,186379,85,3⁄4,cup
4611,186379,712,3,tablespoons
4612,186379,34,1⁄2,cup
4613,186379,17,1⁄2,teaspoon
4614,186379,14,1⁄2,teaspoon
4615,186379,882,1,9 inch
4616,124482,1252,4,ounces
4617,124482,45,3⁄4,cup
4618,124482,12,2,cups
4619,124482,2,4,eggs
4620,124482,85,1,cup
4621,124482,1253,1,14 ounce
4622,124482,58,1⁄3,cup
4623,124482,1254,2,cups
4624,124482,244,1,12 ounce
4625,66044,176,,yellow
4626,66044,620,2,1/4 ounce
4627,66044,12,1⁄2,teaspoon
4628,66044,1196,7 - 7 1⁄2,cups
4629,66044,17,2,teaspoons
4630,66044,796,2,teaspoons
4631,66044,107,2,teaspoons
4632,66044,437,2,teaspoons
4633,66044,1255,2,teaspoons
4634,66044,8,1,cup
4635,66044,28,,sea
4636,66044,578,12,ounces
4637,66044,1256,1 1⁄2,lbs
4638,66044,1257,5,ounces
4639,73637,291,7 1⁄2,lbs
4640,73637,35,1⁄2,cup
4641,73637,476,1,tablespoon
4642,73637,105,2,tablespoons
4643,73637,54,1⁄2,teaspoon
4644,71312,725,1,lb
4645,71312,313,1,1 1/4 ounce
4646,71312,16,2⁄3,cup
4647,71312,1258,1,8 ounce
4648,71312,44,1,4 ounce
4649,71312,480,1,teaspoon
4650,71312,673,1 1⁄2,teaspoons
4651,71312,1259,1,8 1/2 ounce
4652,71312,354,,cooking
4653,203599,1250,1⁄2,lb
4654,203599,6,1,tomatoes
4655,203599,126,1 - 1 1⁄2,tablespoon
4656,203599,8,2 -3,tablespoons
4657,203599,75,2,garlic
4658,203599,1124,2,tablespoons
4659,42336,83,1,cup
4660,42336,680,1⁄4,cup
4661,42336,536,6,ounces
4662,42336,490,6,ice
4663,291998,559,2,cups
4664,291998,1260,1 1⁄2,cups
4665,291998,12,1⁄2,cup
4666,291998,429,1,tablespoon
4667,291998,1261,1 -2,cup
4668,520443,87,1,dozen
4669,520443,487,1,cup
4670,520443,12,500,g
4671,71765,478,3,cups
4672,71765,1246,2⁄3,cup
4673,71765,391,3,inches
4674,71765,134,1⁄8,teaspoon
4675,71765,86,1,teaspoon
4676,71765,333,1⁄4,teaspoon
4677,71765,153,,ground
4678,188136,29,2,cups
4679,188136,1262,1,cup
4680,188136,31,1⁄2,teaspoon
4681,188136,17,1⁄4,teaspoon
4682,188136,675,2,tablespoons
4683,188136,619,1⁄4,cup
4684,188136,45,1,cup
4685,188136,34,1,cup
4686,188136,2,2,large
4687,188136,86,2,teaspoons
4688,188136,817,1,cup
4689,146876,508,4,small
4690,146876,30,,all
4691,146876,45,6,tablespoons
4692,146876,1263,1⁄2,cup
4693,146876,593,8,slices
4694,146876,172,2⁄3,cup
4695,146876,916,2,teaspoons
4696,146876,1264,4,whole
4697,130081,12,1,cup
4698,130081,85,1⁄2,cup
4699,130081,2,2,eggs
4700,130081,1265,1,cup
4701,130081,817,1,cup
4702,130081,871,1,teaspoon
4703,130081,45,1⁄2,cup
4704,130081,1266,1,ready
4705,60866,45,3,tablespoons
4706,60866,17,1⁄4,teaspoon
4707,60866,12,1⁄2,teaspoon
4708,60866,368,2,large
4709,60866,993,2,large
4710,327918,1267,4,large
4711,327918,175,,salt
4712,327918,716,1⁄4,cup
4713,327918,51,2,tablespoons
4714,327918,436,1,tablespoon
4715,327918,171,1,tablespoon
4716,192496,8,1,tablespoon
4717,192496,101,3⁄4 - 1,lb
4718,192496,48,1,large
4719,192496,75,2,garlic
4720,192496,208,4,cups
4721,192496,1268,2,16 ounce
4722,192496,17,1⁄2,teaspoon
4723,192496,222,1⁄8,teaspoon
4724,192496,1269,1,10 1/2 ounce
4725,192496,1270,4,cups
4726,192496,1271,1⁄2,cup
4727,192496,92,,sour
4728,383861,1272,1,21 1/2 ounce
4729,383861,47,1,8 ounce
4730,383861,45,2,tablespoons
4731,383861,304,1,tablespoon
4732,383861,225,1,14 ounce
4733,383861,2,1,egg
4734,383861,162,1,teaspoon
4735,383861,1273,1,16 ounce
4736,384125,840,3,medium
4737,384125,166,2,tablespoons
4738,384125,240,,salad
4739,384125,411,1⁄2,cup
4740,384125,501,1,cup
4741,384125,12,1⁄2,cup
4742,384125,45,2,tablespoons
4743,384125,1274,,vinaigrette
4744,384125,608,1⁄3,cup
4745,384125,768,1⁄3,cup
4746,384125,1275,1⁄3,cup
4747,384125,1276,1,teaspoon
4748,384125,17,1⁄4,teaspoon
4749,384125,140,1⁄8,teaspoon
4750,235732,119,1,cup
4751,235732,103,1,cup
4752,235732,84,1,cup
4753,235732,501,1⁄2,cup
4754,235732,122,1⁄2,cup
4755,235732,93,2 -3,tablespoons
4756,235732,166,1,teaspoon
4757,235732,1277,4,ice
4758,83583,1278,1,broiler
4759,83583,16,1⁄2,cup
4760,83583,48,1,large
4761,83583,1279,1,teaspoon
4762,83583,140,1⁄4,teaspoon
4763,83583,438,1⁄2,cup
4764,83583,299,2,tablespoons
4765,83583,1280,1⁄2,cup
4766,83583,261,1⁄4,cup
4767,83583,841,1⁄2,cup
4768,264257,1281,1,acorn
4769,264257,171,2,tablespoons
4770,264257,640,1⁄2,sweet
4771,264257,75,3,garlic
4772,264257,110,1⁄2,teaspoon
4773,264257,307,,nutmeg
4774,264257,656,1 1⁄2,cups
4775,264257,707,1⁄2,cup
4776,264257,1282,3,cups
4777,264257,16,1⁄2,cup
4778,264257,4,1⁄2,cup
4779,264257,369,,parsley
4780,130322,48,1⁄2,onion
4781,130322,1283,2,6 ounce
4782,130322,2,1,egg
4783,130322,1284,1,teaspoon
4784,130322,12,,sugar
4785,130322,221,,chili
4786,130322,1160,,pickled
4787,130322,1193,,japanese
4788,71516,518,2,green
4789,71516,48,1,large
4790,71516,1285,2,packages
4791,71516,1069,1,11 1/2 ounce
4792,71516,1286,4,tablespoons
4793,328726,101,4,boneless
4794,328726,1209,3,cups
4795,328726,45,2,tablespoons
4796,328726,2,1,large
4797,328726,16,1,teaspoon
4798,328726,17,,salt
4799,328726,140,,pepper
4800,328726,139,,chicken
4801,210601,1287,64,ounces
4802,210601,1288,1,cup
4803,210601,1289,1,cup
4804,210601,1290,1⁄2,cup
4805,210601,477,1⁄3,cup
4806,210601,671,,ice
4807,195850,278,4,pork
4808,195850,3,2,tablespoons
4809,195850,48,1,small
4810,195850,16,1⁄2,cup
4811,195850,1291,1⁄2,cup
4812,195850,353,1,cup
4813,195850,34,2,tablespoons
4814,195850,166,1,tablespoon
4815,195850,95,1,tablespoon
4816,195850,17,1⁄2,teaspoon
4817,195850,9,1⁄4,teaspoon
4818,195850,350,1⁄4,teaspoon
4819,195850,439,1⁄4,teaspoon
4820,195850,110,1⁄4,teaspoon
4821,174742,211,4,cups
4822,174742,675,1⁄3,cup
4823,174742,34,1⁄2,cup
4824,174742,17,1⁄4,teaspoon
4825,174742,14,1⁄4,teaspoon
4826,174742,307,1⁄8,teaspoon
4827,174742,45,4,tablespoons
4828,174742,35,1⁄3,cup
4829,174742,162,4,teaspoons
4830,224740,1,1,18 ounce
4831,224740,1292,1,17 ounce
4832,224740,2,2,eggs
4833,224740,39,2,cups
4834,224740,34,1⁄2,cup
4835,224740,245,1⁄2,cup
4836,224740,12,1⁄2,cup
4837,224740,45,1⁄2,cup
4838,420294,2,3,large
4839,420294,903,1 1⁄2,cups
4840,420294,62,1⁄2,cup
4841,420294,12,1⁄4,cup
4842,420294,17,1,teaspoon
4843,420294,86,1 1⁄2,teaspoons
4844,420294,264,1 1⁄2,cups
4845,420294,14,1,teaspoon
4846,420294,31,2,teaspoons
4847,420294,1262,4 1⁄2,cups
4848,420294,817,1⁄2,cup
4849,420294,418,1⁄2,cup
4850,420294,1293,1⁄4,cup
4851,420294,752,1⁄4,cup
4852,253492,1294,8,cups
4853,253492,182,4,cups
4854,253492,1295,2,8 ounce
4855,253492,1296,1,11 ounce
4856,253492,1297,1,lb
4857,253492,17,1⁄2,teaspoon
4858,326351,2,2,large
4859,326351,1003,3⁄4,cup
4860,326351,148,1⁄2,cup
4861,326351,206,1⁄4,cup
4862,326351,48,1⁄2,small
4863,326351,702,1⁄2,teaspoon
4864,326351,1298,1⁄2,teaspoon
4865,326351,131,1 1⁄2,cups
4866,326351,17,,salt
4867,326351,54,,fresh
4868,326351,3,1,tablespoon
4869,326351,1299,4,hamburger
4870,326351,931,,roasted
4871,469773,85,2,cups
4872,469773,12,2,cups
4873,469773,33,1⁄2,cup
4874,469773,1300,1⁄2,cup
4875,469773,325,4,tablespoons
4876,469773,145,1,cup
4877,469773,178,1⁄2,cup
4878,469773,86,1,teaspoon
4879,469773,14,1,teaspoon
4880,469773,17,1⁄4,teaspoon
4881,469773,31,1,teaspoon
4882,469773,2,2,eggs
4883,469773,83,1⁄2,cup
4884,469773,182,4,tablespoons
4885,446834,518,6,green
4886,446834,725,1 1⁄4,lbs
4887,446834,77,,salt
4888,446834,75,1,large
4889,446834,1301,1⁄3,cup
4890,446834,7,1⁄4,cup
4891,446834,51,1,tablespoon
4892,446834,2,2,eggs
4893,446834,484,3⁄4,cup
4894,446834,8,1⁄4,cup
4895,446834,48,1,medium
4896,446834,1302,1,24 ounce
4897,173517,118,1,tablespoon
4898,173517,75,4,garlic
4899,173517,1303,1,lb
4900,173517,1304,1,lb
4901,173517,284,4,cups
4902,173517,48,1,cup
4903,173517,667,2,tablespoons
4904,173517,304,3⁄4,cup
4905,173517,688,2,tablespoons
4906,173517,476,2,tablespoons
4907,173517,12,1⁄2,teaspoon
4908,173517,140,1⁄4,teaspoon
4909,173517,17,1⁄4,teaspoon
4910,52236,1261,1⁄2,cup
4911,52236,337,1⁄2,cup
4912,52236,1305,2,tablespoons
4913,52236,1003,1,teaspoon
4914,349409,328,1,15 ounce
4915,349409,859,1,15 ounce
4916,349409,510,1,cup
4917,349409,738,8,ounces
4918,349409,320,4,ounces
4919,92486,163,3,lbs
4920,92486,1306,2,teaspoons
4921,92486,1307,2,teaspoons
4922,92486,1308,1⁄2,cup
4923,92486,16,1⁄2,cup
4924,92486,1309,2,tablespoons
4925,92486,48,1,onion
4926,92486,563,4,cardamom
4927,92486,301,4,cloves
4928,92486,391,3,cinnamon
4929,92486,1310,1 1⁄2,teaspoons
4930,92486,152,1,teaspoon
4931,92486,221,1,teaspoon
4932,92486,1311,1,teaspoon
4933,92486,194,1,teaspoon
4934,92486,376,1⁄2,cup
4935,92486,266,1⁄2,cup
4936,92486,239,1⁄4,cup
4937,92486,1312,,saffron
4938,92486,17,,salt
4939,387876,338,12,slices
4940,387876,1313,1,lb
4941,387876,184,12,ounces
4942,387876,2,6,eggs
4943,387876,83,3,cups
4944,285345,265,1,medium
4945,285345,1314,1,cup
4946,285345,309,2,tablespoons
4947,342791,87,1,large
4948,342791,84,3,small
4949,342791,1315,1,cup
4950,342791,424,8,ounces
4951,342791,207,1,750 ml
4952,342791,1316,1,750 ml
4953,310146,16,1,cup
4954,310146,12,1,cup
4955,310146,304,3,tablespoons
4956,310146,1317,3,ounces
4957,310146,249,2 1⁄2,cups
4958,16091,1318,2,seedless
4959,16091,34,1⁄4,cup
4960,16091,16,3,tablespoons
4961,16091,62,1,tablespoon
4962,16091,391,1,cinnamon
4963,228846,1319,2,slices
4964,228846,45,,butter
4965,228846,1320,,gentleman
4966,228846,83,4 -6,tablespoons
4967,228846,350,,cayenne
4968,228846,2,2,eggs
4969,228846,1321,6,drained
4970,228846,415,1,teaspoon
4971,144110,8,2,tablespoons
4972,144110,48,1,small
4973,144110,75,1,garlic
4974,144110,809,1⁄2,lb
4975,144110,85,4,tablespoons
4976,144110,1282,1 1⁄2,cups
4977,144110,1179,1,15 ounce
4978,144110,102,2 -3,tablespoons
4979,144110,17,,salt
4980,144110,54,,fresh
4981,144110,428,,red
4982,144110,436,,chopped
4983,247849,459,1⁄2,cup
4984,247849,16,1,cup
4985,247849,264,2,tablespoons
4986,247849,1322,30,g
4987,46332,667,1 1⁄2,cups
4988,46332,682,2,14 1/2 ounce
4989,46332,405,1,8 ounce
4990,46332,1323,2,7 ounce
4991,46332,221,1⁄3,cup
4992,46332,323,2,teaspoons
4993,46332,422,1,jar
4994,46332,195,2,teaspoons
4995,46332,107,1 1⁄2,teaspoons
4996,46332,124,1,teaspoon
4997,46332,203,1,teaspoon
4998,46332,17,1,teaspoon
4999,46332,350,1⁄2,teaspoon
5000,46332,12,1 -2,tablespoon
5001,46332,1324,4,15 ounce
5002,46332,8,1 -3,tablespoon
5003,46332,49,2,cloves
5004,46332,665,1,large
5005,46332,518,1,green
5006,46332,835,2,lbs
5007,46332,30,1⁄4,cup
5008,290170,1044,1,10 2/3 ounce
5009,290170,83,1,cup
5010,290170,804,1,tablespoon
5011,290170,439,1⁄2,teaspoon
5012,290170,791,1⁄4,teaspoon
5013,290170,283,2,cups
5014,290170,1325,1 1⁄2,cups
5015,290170,1326,2,tablespoons
5016,225764,573,1 1⁄2,lbs
5017,225764,48,3⁄4,cup
5018,225764,446,12,corn
5019,225764,313,1,1 ounce
5020,225764,682,1,cup
5021,225764,405,2,8 ounce
5022,225764,1327,1,4 ounce
5023,225764,221,2,tablespoons
5024,225764,673,1,teaspoon
5025,225764,513,1⁄2,teaspoon
5026,225764,9,1⁄2,teaspoon
5027,225764,1328,8,ounces
5028,225764,2,2,eggs
5029,225764,148,2 1⁄2,cups
5030,225764,919,1,4 ounce
5031,261192,558,1⁄2,cup
5032,261192,94,1⁄2,cup
5033,261192,34,1⁄4,cup
5034,261192,1329,1⁄4,cup
5035,261192,35,1⁄4,cup
5036,261192,75,2,garlic
5037,261192,68,2,lbs
5038,477471,16,,water
5039,477471,28,,sea
5040,477471,163,1,lb
5041,477471,48,2,large
5042,477471,387,1 1⁄2,cups
5043,477471,1330,,khaliji
5044,477471,391,1,cinnamon
5045,477471,563,3 -4,partially
5046,477471,193,1,teaspoon
5047,477471,208,,chicken
5048,224978,1039,2,8 ounce
5049,224978,696,1,8 ounce
5050,224978,93,1,cup
5051,224978,44,1,4 1/2 ounce
5052,224978,1331,1,4 ounce
5053,224978,467,1,medium
5054,224978,95,2,teaspoons
5055,356484,1332,1,cup
5056,356484,1333,1,cup
5057,356484,230,2,tablespoons
5058,356484,48,1,onion
5059,356484,75,3,garlic
5060,356484,1334,1⁄2,teaspoon
5061,356484,1335,1⁄2,teaspoon
5062,356484,124,1⁄2,teaspoon
5063,356484,110,4 -6,teaspoons
5064,356484,193,1⁄2,teaspoon
5065,356484,1282,1 1⁄2,cups
5066,356484,1336,1,medium
5067,356484,1116,1⁄3,cup
5068,356484,1337,1⁄2 - 3⁄4,cup
5069,356484,626,1⁄4,cup
5070,356484,77,,salt
5071,356484,1338,,mango
5072,332905,48,1,onion
5073,332905,119,2,carrots
5074,332905,103,2,stalks
5075,332905,75,1,garlic
5076,332905,654,2 -3,cups
5077,332905,407,2,cups
5078,332905,718,2,cups
5079,332905,44,1,4 ounce
5080,332905,125,1⁄2,teaspoon
5081,332905,304,1,tablespoon
5082,332905,1339,1 1⁄2,cups
5083,23313,85,2 3⁄4,cups
5084,23313,31,1,teaspoon
5085,23313,17,1⁄2,teaspoon
5086,23313,14,1⁄2,teaspoon
5087,23313,476,1⁄2,teaspoon
5088,23313,45,1⁄2,cup
5089,23313,12,3⁄4,cup
5090,23313,2,2,eggs
5091,23313,690,2⁄3,cup
5092,23313,83,1⁄2,cup
5093,23313,61,1⁄2,cup
5094,87002,48,2,cups
5095,87002,49,1,teaspoon
5096,87002,3,1,tablespoon
5097,87002,191,1⁄2,teaspoon
5098,87002,17,1,teaspoon
5099,87002,222,1⁄2,teaspoon
5100,87002,1340,1,small
5101,87002,196,1,teaspoon
